TRINITY_DN20_c0_g1_i2	135	99.728	368	1	0	752	1119	368	1	0.0	675
TRINITY_DN20_c0_g1_i3	3295	100.000	271	0	0	338	608	271	1	4.72e-144	501
TRINITY_DN20_c0_g1_i4	3295	99.231	130	0	1	338	467	271	143	1.29e-63	233
TRINITY_DN20_c0_g1_i5	2896	99.219	128	1	0	183	310	1	128	3.98e-63	231
TRINITY_DN4_c0_g1_i1	2719	100.000	126	0	0	60	185	126	1	6.88e-64	233
TRINITY_DN4_c0_g1_i2	2719	100.000	126	0	0	63	188	126	1	6.77e-64	233
TRINITY_DN14_c0_g1_i1	2982	100.000	138	0	0	297	434	1	138	2.92e-70	255
TRINITY_DN14_c0_g2_i1	3022	100.000	33	0	0	114	146	1	33	3.97e-12	62.1
TRINITY_DN14_c0_g3_i1	5130	100.000	60	0	0	20	79	1	60	3.92e-27	111
TRINITY_DN14_c0_g1_i2	2982	100.000	175	0	0	297	471	1	175	1.13e-90	324
TRINITY_DN14_c0_g2_i2	3022	100.000	33	0	0	114	146	1	33	3.13e-12	62.1
TRINITY_DN22_c0_g1_i1	2270	99.703	674	2	0	169	842	1	674	0.0	1234
TRINITY_DN22_c0_g2_i1	699	100.000	152	0	0	242	393	152	1	4.93e-78	281
TRINITY_DN22_c0_g1_i2	2270	99.322	295	2	0	72	366	1	295	2.43e-154	534
TRINITY_DN22_c0_g2_i2	5105	99.685	317	1	0	1949	2265	317	1	1.82e-167	580
TRINITY_DN22_c0_g2_i3	699	100.000	152	0	0	311	462	152	1	5.46e-78	281
